parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
7,2016-10-16 10:04:00,740,0.7,1,5,1,1322,26.14754886,91.72799519
3,2016-10-16 10:04:00,356,0.7,0,5,1,485,26.14004753,91.73097233
13,2016-10-16 10:04:00,1034,1.0,0,5,1,3103,26.14749998,91.72797778
10,2016-10-16 10:04:00,342,1.0,0,4,1,387,26.14449459,91.73620513
4,2016-10-16 10:04:00,675,1.5,0,5,1,1920,26.15050395,91.73353109
2,2016-10-16 10:04:00,450,1.0,0,5,1,687,20.0000347,78.00000286
1,2016-10-16 10:21:00,169,1.5,0,4,1,1200,26.14001386,91.73099967
7,2016-10-16 10:34:00,736,1.0,1,6,1,1322,26.14754886,91.72799519
11,2016-10-16 10:34:00,1498,0.7,1,7,1,3883,26.14749943,91.72800489
3,2016-10-16 10:34:00,346,1.0,2,8,1,485,26.14004753,91.73097233
4,2016-10-16 10:34:00,743,1.0,1,6,1,1920,26.15050395,91.73353109
8,2016-10-16 10:34:00,1207,0.5,1,7,1,2009,26.14747299,91.72804914
5,2016-10-16 10:34:00,135,1.0,1,4,1,470,26.14901995,91.7395035
2,2016-10-16 10:34:00,471,1.0,1,6,1,687,20.0000347,78.00000286
6,2016-10-16 10:34:00,194,1.0,2,7,1,690,26.13795775,91.74099445
12,2016-10-16 10:34:00,879,1.0,1,6,1,2937,26.14749053,91.72799688
0,2016-10-16 10:34:00,56,0.7,1,3,1,577,26.14453614,91.73617216
13,2016-10-16 10:34:00,1064,0.7,1,7,1,3103,26.14749998,91.72797778
9,2016-10-16 10:34:00,592,0.7,2,9,1,2803,26.14754061,91.72797041
10,2016-10-16 10:34:00,345,0.7,2,8,1,387,26.14449459,91.73620513
2,2016-10-16 11:01:00,494,1.0,1,7,1,687,20.0000347,78.00000286
8,2016-10-16 11:01:00,1219,0.7,1,8,1,2009,26.14747299,91.72804914
3,2016-10-16 11:01:00,328,0.5,1,7,1,485,26.14004753,91.73097233
13,2016-10-16 11:01:00,1086,1.0,2,12,1,3103,26.14749998,91.72797778
4,2016-10-16 11:01:00,796,0.5,1,8,1,1920,26.15050395,91.73353109
0,2016-10-16 11:01:00,56,0.7,1,5,1,577,26.14453614,91.73617216
11,2016-10-16 11:01:00,1571,1.0,1,9,1,3883,26.14749943,91.72800489
1,2016-10-16 11:01:00,164,1.0,2,9,1,1200,26.14001386,91.73099967
7,2016-10-16 11:01:00,725,1.0,1,7,1,1322,26.14754886,91.72799519
6,2016-10-16 11:01:00,203,0.7,1,6,1,690,26.13795775,91.74099445
5,2016-10-16 11:01:00,137,1.0,1,6,1,470,26.14901995,91.7395035
12,2016-10-16 11:01:00,876,0.7,1,8,1,2937,26.14749053,91.72799688
9,2016-10-16 11:01:00,609,1.0,1,8,1,2803,26.14754061,91.72797041
10,2016-10-16 11:01:00,345,1.0,1,7,1,387,26.14449459,91.73620513
6,2016-10-16 11:27:00,221,1.5,1,7,1,690,26.13795775,91.74099445
3,2016-10-16 11:27:00,330,1.0,2,10,1,485,26.14004753,91.73097233
5,2016-10-16 11:27:00,149,1.0,2,8,1,470,26.14901995,91.7395035
13,2016-10-16 11:27:00,1163,0.7,1,9,1,3103,26.14749998,91.72797778
8,2016-10-16 11:27:00,1301,1.0,1,8,1,2009,26.14747299,91.72804914
11,2016-10-16 11:27:00,1647,1.0,1,9,1,3883,26.14749943,91.72800489
2,2016-10-16 11:27:00,548,1.5,1,8,1,687,20.0000347,78.00000286
1,2016-10-16 11:27:00,191,1.0,1,6,1,1200,26.14001386,91.73099967
9,2016-10-16 11:27:00,630,1.0,1,8,1,2803,26.14754061,91.72797041
4,2016-10-16 11:27:00,860,1.0,1,8,1,1920,26.15050395,91.73353109
7,2016-10-16 11:27:00,753,0.5,2,12,1,1322,26.14754886,91.72799519
10,2016-10-16 11:27:00,345,1.0,1,7,1,387,26.14449459,91.73620513
0,2016-10-16 11:27:00,56,1.5,1,4,1,577,26.14453614,91.73617216
12,2016-10-16 11:27:00,896,1.0,1,8,1,2937,26.14749053,91.72799688
9,2016-10-16 12:01:00,668,0.5,2,12,1,2803,26.14754061,91.72797041
8,2016-10-16 12:01:00,1373,0.7,2,13,1,2009,26.14747299,91.72804914
12,2016-10-16 12:01:00,906,1.0,2,13,1,2937,26.14749053,91.72799688
4,2016-10-16 12:01:00,943,0.5,2,13,1,1920,26.15050395,91.73353109
10,2016-10-16 12:01:00,345,1.0,2,11,1,387,26.14449459,91.73620513
6,2016-10-16 12:01:00,238,1.0,2,11,1,690,26.13795775,91.74099445
7,2016-10-16 12:01:00,775,1.0,2,12,1,1322,26.14754886,91.72799519
0,2016-10-16 12:01:00,65,1.0,2,8,1,577,26.14453614,91.73617216
5,2016-10-16 12:01:00,165,1.0,1,7,1,470,26.14901995,91.7395035
3,2016-10-16 12:01:00,323,1.0,2,11,1,485,26.14004753,91.73097233
13,2016-10-16 12:01:00,1244,0.5,1,9,1,3103,26.14749998,91.72797778
2,2016-10-16 12:01:00,598,0.7,2,12,1,687,20.0000347,78.00000286
11,2016-10-16 12:01:00,1789,0.5,2,14,1,3883,26.14749943,91.72800489
1,2016-10-16 12:01:00,237,1.0,2,10,1,1200,26.14001386,91.73099967
5,2016-10-16 12:27:00,169,1.0,2,9,1,470,26.14901995,91.7395035
11,2016-10-16 12:27:00,1834,1.0,2,14,1,3883,26.14749943,91.72800489
2,2016-10-16 12:27:00,624,1.0,2,12,1,687,20.0000347,78.00000286
7,2016-10-16 12:27:00,784,1.0,2,12,1,1322,26.14754886,91.72799519
4,2016-10-16 12:27:00,968,1.0,2,13,1,1920,26.15050395,91.73353109
9,2016-10-16 12:27:00,669,1.0,1,8,1,2803,26.14754061,91.72797041
10,2016-10-16 12:27:00,344,1.0,2,11,1,387,26.14449459,91.73620513
1,2016-10-16 12:27:00,268,1.0,2,10,1,1200,26.14001386,91.73099967
6,2016-10-16 12:27:00,241,1.0,1,8,1,690,26.13795775,91.74099445
3,2016-10-16 12:27:00,320,0.7,2,11,1,485,26.14004753,91.73097233
0,2016-10-16 12:27:00,105,0.7,2,9,1,577,26.14453614,91.73617216
12,2016-10-16 12:27:00,905,1.0,2,13,1,2937,26.14749053,91.72799688
8,2016-10-16 12:27:00,1408,0.5,2,14,1,2009,26.14747299,91.72804914
13,2016-10-16 12:27:00,1269,1.0,1,10,1,3103,26.14749998,91.72797778
12,2016-10-16 13:01:00,936,1.0,2,12,1,2937,26.14749053,91.72799688
11,2016-10-16 13:01:00,1781,1.0,2,13,1,3883,26.14749943,91.72800489
8,2016-10-16 13:01:00,1449,1.0,2,12,1,2009,26.14747299,91.72804914
2,2016-10-16 13:01:00,640,1.0,2,11,1,687,20.0000347,78.00000286
9,2016-10-16 13:01:00,657,1.0,1,8,1,2803,26.14754061,91.72797041
7,2016-10-16 13:01:00,809,1.5,2,11,1,1322,26.14754886,91.72799519
13,2016-10-16 13:01:00,1279,0.7,2,13,1,3103,26.14749998,91.72797778
0,2016-10-16 13:01:00,131,1.0,2,8,1,577,26.14453614,91.73617216
1,2016-10-16 13:01:00,276,1.5,2,9,1,1200,26.14001386,91.73099967
3,2016-10-16 13:01:00,326,1.0,1,7,1,485,26.14004753,91.73097233
6,2016-10-16 13:01:00,266,1.0,2,10,1,690,26.13795775,91.74099445
5,2016-10-16 13:01:00,189,1.0,2,9,1,470,26.14901995,91.7395035
10,2016-10-16 13:01:00,344,1.0,2,9,1,387,26.14449459,91.73620513
4,2016-10-16 13:01:00,965,1.0,2,12,1,1920,26.15050395,91.73353109
12,2016-10-16 13:27:00,915,1.0,2,11,1,2937,26.14749053,91.72799688
10,2016-10-16 13:27:00,345,1.0,2,9,1,387,26.14449459,91.73620513
11,2016-10-16 13:27:00,1687,1.0,2,12,1,3883,26.14749943,91.72800489
0,2016-10-16 13:27:00,146,1.0,1,6,1,577,26.14453614,91.73617216
5,2016-10-16 13:27:00,193,1.0,2,9,1,470,26.14901995,91.7395035
3,2016-10-16 13:27:00,303,1.0,2,9,1,485,26.14004753,91.73097233
4,2016-10-16 13:27:00,930,0.7,2,11,1,1920,26.15050395,91.73353109
13,2016-10-16 13:27:00,1194,1.0,2,12,1,3103,26.14749998,91.72797778
6,2016-10-16 13:27:00,267,1.5,1,7,1,690,26.13795775,91.74099445
7,2016-10-16 13:27:00,791,1.0,2,11,1,1322,26.14754886,91.72799519
9,2016-10-16 13:27:00,623,1.0,2,11,1,2803,26.14754061,91.72797041
2,2016-10-16 13:27:00,613,1.5,1,7,1,687,20.0000347,78.00000286
1,2016-10-16 13:27:00,293,1.0,2,10,1,1200,26.14001386,91.73099967
8,2016-10-16 13:27:00,1404,0.5,2,12,1,2009,26.14747299,91.72804914
13,2016-10-16 14:01:00,1065,1.0,1,7,1,3103,26.14749998,91.72797778
3,2016-10-16 14:01:00,285,1.5,1,5,1,485,26.14004753,91.73097233
12,2016-10-16 14:01:00,892,1.0,1,6,1,2937,26.14749053,91.72799688
2,2016-10-16 14:01:00,583,1.5,1,6,1,687,20.0000347,78.00000286
8,2016-10-16 14:01:00,1350,0.7,1,7,1,2009,26.14747299,91.72804914
6,2016-10-16 14:01:00,262,1.5,1,4,1,690,26.13795775,91.74099445
10,2016-10-16 14:01:00,345,1.0,1,5,1,387,26.14449459,91.73620513
11,2016-10-16 14:01:00,1523,1.0,1,7,1,3883,26.14749943,91.72800489
9,2016-10-16 14:01:00,542,0.7,1,6,1,2803,26.14754061,91.72797041
5,2016-10-16 14:01:00,192,1.0,1,5,1,470,26.14901995,91.7395035
7,2016-10-16 14:01:00,767,0.7,1,6,1,1322,26.14754886,91.72799519
4,2016-10-16 14:01:00,871,1.0,1,7,1,1920,26.15050395,91.73353109
0,2016-10-16 14:01:00,170,0.7,2,7,1,577,26.14453614,91.73617216
1,2016-10-16 14:01:00,303,1.0,1,5,1,1200,26.14001386,91.73099967
0,2016-10-16 14:27:00,180,1.0,1,5,1,577,26.14453614,91.73617216
2,2016-10-16 14:34:00,540,1.5,1,6,1,687,20.0000347,78.00000286
13,2016-10-16 14:34:00,974,1.0,1,7,1,3103,26.14749998,91.72797778
11,2016-10-16 14:34:00,1339,0.7,2,9,1,3883,26.14749943,91.72800489
5,2016-10-16 14:34:00,200,1.0,2,7,1,470,26.14901995,91.7395035
12,2016-10-16 14:34:00,868,0.7,1,6,1,2937,26.14749053,91.72799688
3,2016-10-16 14:34:00,275,1.0,1,5,1,485,26.14004753,91.73097233
8,2016-10-16 14:34:00,1285,0.7,1,7,1,2009,26.14747299,91.72804914
10,2016-10-16 14:34:00,329,1.0,1,6,1,387,26.14449459,91.73620513
6,2016-10-16 14:34:00,264,0.7,1,5,1,690,26.13795775,91.74099445
9,2016-10-16 14:34:00,488,0.7,1,6,1,2803,26.14754061,91.72797041
7,2016-10-16 14:34:00,745,1.0,1,7,1,1322,26.14754886,91.72799519
4,2016-10-16 14:34:00,794,1.0,1,6,1,1920,26.15050395,91.73353109
1,2016-10-16 14:34:00,305,1.0,1,5,1,1200,26.14001386,91.73099967
12,2016-10-16 15:01:00,822,1.0,0,3,1,2937,26.14749053,91.72799688
13,2016-10-16 15:01:00,930,1.5,0,4,1,3103,26.14749998,91.72797778
2,2016-10-16 15:01:00,520,1.0,0,3,1,687,20.0000347,78.00000286
3,2016-10-16 15:01:00,266,1.5,1,4,1,485,26.14004753,91.73097233
1,2016-10-16 15:01:00,282,0.7,0,3,1,1200,26.14001386,91.73099967
6,2016-10-16 15:01:00,250,1.5,0,3,1,690,26.13795775,91.74099445
0,2016-10-16 15:01:00,192,1.0,0,3,1,577,26.14453614,91.73617216
4,2016-10-16 15:01:00,714,1.0,0,4,1,1920,26.15050395,91.73353109
11,2016-10-16 15:01:00,1199,0.7,0,5,1,3883,26.14749943,91.72800489
5,2016-10-16 15:01:00,190,1.0,0,3,1,470,26.14901995,91.7395035
7,2016-10-16 15:01:00,703,0.7,1,5,1,1322,26.14754886,91.72799519
8,2016-10-16 15:01:00,1223,1.0,0,4,1,2009,26.14747299,91.72804914
9,2016-10-16 15:01:00,450,1.0,0,3,1,2803,26.14754061,91.72797041
10,2016-10-16 15:01:00,306,0.7,0,4,1,387,26.14449459,91.73620513
5,2016-10-16 15:31:00,200,1.0,1,4,1,470,26.14901995,91.7395035
1,2016-10-16 15:31:00,245,1.5,0,3,1,1200,26.14001386,91.73099967
7,2016-10-16 15:31:00,658,1.0,0,3,1,1322,26.14754886,91.72799519
2,2016-10-16 15:31:00,473,0.5,0,3,1,687,20.0000347,78.00000286
11,2016-10-16 15:31:00,1057,1.0,0,4,1,3883,26.14749943,91.72800489
6,2016-10-16 15:31:00,261,1.0,1,3,1,690,26.13795775,91.74099445
9,2016-10-16 15:31:00,411,1.0,0,3,1,2803,26.14754061,91.72797041
4,2016-10-16 15:31:00,629,1.0,0,3,1,1920,26.15050395,91.73353109
13,2016-10-16 15:31:00,855,1.0,0,4,1,3103,26.14749998,91.72797778
0,2016-10-16 15:31:00,185,0.7,0,3,1,577,26.14453614,91.73617216
8,2016-10-16 15:31:00,1131,1.0,0,4,1,2009,26.14747299,91.72804914
3,2016-10-16 15:31:00,259,0.7,0,3,1,485,26.14004753,91.73097233
12,2016-10-16 15:31:00,808,1.0,0,4,1,2937,26.14749053,91.72799688
10,2016-10-16 15:31:00,288,1.0,1,4,1,387,26.14449459,91.73620513
4,2016-10-16 15:57:00,567,1.0,0,3,1,1920,26.15050395,91.73353109
0,2016-10-16 15:57:00,173,0.5,0,3,1,577,26.14453614,91.73617216
5,2016-10-16 15:57:00,202,0.7,0,3,1,470,26.14901995,91.7395035
1,2016-10-16 15:57:00,221,1.0,0,4,1,1200,26.14001386,91.73099967
3,2016-10-16 15:57:00,251,1.0,0,3,1,485,26.14004753,91.73097233
2,2016-10-16 15:57:00,441,1.0,1,5,1,687,20.0000347,78.00000286
12,2016-10-16 15:57:00,776,0.7,0,4,1,2937,26.14749053,91.72799688
13,2016-10-16 15:57:00,795,0.7,0,4,1,3103,26.14749998,91.72797778
11,2016-10-16 15:57:00,956,1.0,0,4,1,3883,26.14749943,91.72800489
8,2016-10-16 15:57:00,1065,1.0,0,5,1,2009,26.14747299,91.72804914
10,2016-10-16 15:57:00,266,1.0,0,3,1,387,26.14449459,91.73620513
6,2016-10-16 15:57:00,259,1.0,1,4,1,690,26.13795775,91.74099445
9,2016-10-16 15:57:00,369,0.5,0,3,1,2803,26.14754061,91.72797041
7,2016-10-16 15:57:00,624,1.5,0,4,1,1322,26.14754886,91.72799519
6,2016-10-16 16:31:00,235,1.0,0,2,1,690,26.13795775,91.74099445
2,2016-10-16 16:31:00,381,0.5,1,3,1,687,20.0000347,78.00000286
7,2016-10-16 16:31:00,575,1.0,0,3,1,1322,26.14754886,91.72799519
12,2016-10-16 16:31:00,718,1.0,1,4,1,2937,26.14749053,91.72799688
13,2016-10-16 16:31:00,687,1.0,0,3,1,3103,26.14749998,91.72797778
8,2016-10-16 16:31:00,956,1.0,0,3,1,2009,26.14747299,91.72804914
1,2016-10-16 16:31:00,181,0.5,1,3,1,1200,26.14001386,91.73099967
10,2016-10-16 16:31:00,253,0.5,1,3,1,387,26.14449459,91.73620513
0,2016-10-16 16:31:00,154,1.0,1,3,1,577,26.14453614,91.73617216
5,2016-10-16 16:31:00,178,1.5,0,2,1,470,26.14901995,91.7395035
11,2016-10-16 16:31:00,778,1.0,0,3,1,3883,26.14749943,91.72800489
3,2016-10-16 16:31:00,230,1.0,0,2,1,485,26.14004753,91.73097233
4,2016-10-16 16:31:00,470,1.0,0,2,1,1920,26.15050395,91.73353109
9,2016-10-16 16:31:00,329,1.5,0,2,1,2803,26.14754061,91.72797041
8,2016-10-17 08:01:00,605,1.0,0,2,0,2009,26.14747299,91.72804914
9,2016-10-17 08:01:00,173,0.5,0,1,0,2803,26.14754061,91.72797041
5,2016-10-17 08:01:00,123,1.0,0,2,0,470,26.14901995,91.7395035
2,2016-10-17 08:01:00,267,1.0,0,1,0,687,20.0000347,78.00000286
13,2016-10-17 08:01:00,587,1.0,0,2,0,3103,26.14749998,91.72797778
6,2016-10-17 08:01:00,171,1.0,0,2,0,690,26.13795775,91.74099445
4,2016-10-17 08:01:00,535,1.0,0,3,0,1920,26.15050395,91.73353109
10,2016-10-17 08:01:00,91,1.0,0,1,0,387,26.14449459,91.73620513
12,2016-10-17 08:01:00,500,1.5,0,2,0,2937,26.14749053,91.72799688
0,2016-10-17 08:01:00,50,0.7,0,2,0,577,26.14453614,91.73617216
1,2016-10-17 08:01:00,201,1.5,0,2,0,1200,26.14001386,91.73099967
3,2016-10-17 08:01:00,238,1.0,0,2,0,485,26.14004753,91.73097233
11,2016-10-17 08:01:00,1021,0.7,0,2,0,3883,26.14749943,91.72800489
7,2016-10-17 08:01:00,338,1.0,0,2,0,1322,26.14754886,91.72799519
7,2016-10-17 08:27:00,369,0.5,0,3,0,1322,26.14754886,91.72799519
9,2016-10-17 08:27:00,232,1.0,0,2,0,2803,26.14754061,91.72797041
6,2016-10-17 08:27:00,261,0.7,0,2,0,690,26.13795775,91.74099445
2,2016-10-17 08:27:00,294,0.7,0,2,0,687,20.0000347,78.00000286
8,2016-10-17 08:27:00,663,0.7,1,3,0,2009,26.14747299,91.72804914
11,2016-10-17 08:27:00,1365,1.0,0,3,0,3883,26.14749943,91.72800489
4,2016-10-17 08:27:00,639,1.0,0,3,0,1920,26.15050395,91.73353109
10,2016-10-17 08:27:00,109,1.5,0,2,0,387,26.14449459,91.73620513
12,2016-10-17 08:27:00,618,0.5,0,2,0,2937,26.14749053,91.72799688
3,2016-10-17 08:27:00,248,0.5,0,2,0,485,26.14004753,91.73097233
13,2016-10-17 08:27:00,665,1.0,1,3,0,3103,26.14749998,91.72797778
0,2016-10-17 08:27:00,54,0.7,0,1,0,577,26.14453614,91.73617216
1,2016-10-17 08:27:00,250,0.7,0,2,0,1200,26.14001386,91.73099967
5,2016-10-17 08:27:00,189,0.5,0,2,0,470,26.14901995,91.7395035
6,2016-10-17 09:01:00,398,1.5,0,3,0,690,26.13795775,91.74099445
0,2016-10-17 09:01:00,66,1.0,0,1,0,577,26.14453614,91.73617216
1,2016-10-17 09:01:00,350,1.0,0,2,0,1200,26.14001386,91.73099967
2,2016-10-17 09:01:00,346,1.0,0,2,0,687,20.0000347,78.00000286
10,2016-10-17 09:01:00,133,1.0,1,3,0,387,26.14449459,91.73620513
3,2016-10-17 09:01:00,257,0.7,0,3,0,485,26.14004753,91.73097233
7,2016-10-17 09:01:00,403,1.0,0,2,0,1322,26.14754886,91.72799519
5,2016-10-17 09:01:00,265,1.0,0,2,0,470,26.14901995,91.7395035
11,2016-10-17 09:01:00,1850,1.0,0,4,0,3883,26.14749943,91.72800489
13,2016-10-17 09:01:00,772,1.0,1,3,0,3103,26.14749998,91.72797778
4,2016-10-17 09:01:00,802,0.7,0,3,0,1920,26.15050395,91.73353109
12,2016-10-17 09:01:00,788,1.0,1,3,0,2937,26.14749053,91.72799688
8,2016-10-17 09:01:00,749,1.0,0,3,0,2009,26.14747299,91.72804914
9,2016-10-17 09:01:00,302,0.7,1,3,0,2803,26.14754061,91.72797041
5,2016-10-17 09:27:00,315,0.7,0,2,0,470,26.14901995,91.7395035
7,2016-10-17 09:27:00,467,1.5,0,2,0,1322,26.14754886,91.72799519
2,2016-10-17 09:27:00,386,1.0,0,2,0,687,20.0000347,78.00000286
13,2016-10-17 09:27:00,853,0.7,0,3,0,3103,26.14749998,91.72797778
1,2016-10-17 09:27:00,440,1.0,0,3,0,1200,26.14001386,91.73099967
9,2016-10-17 09:27:00,343,1.0,0,2,0,2803,26.14754061,91.72797041
0,2016-10-17 09:27:00,76,1.5,0,2,0,577,26.14453614,91.73617216
11,2016-10-17 09:27:00,2156,1.0,0,3,0,3883,26.14749943,91.72800489
12,2016-10-17 09:27:00,917,1.5,0,2,0,2937,26.14749053,91.72799688
3,2016-10-17 09:27:00,286,1.0,0,3,0,485,26.14004753,91.73097233
8,2016-10-17 09:27:00,853,0.7,0,3,0,2009,26.14747299,91.72804914
4,2016-10-17 09:27:00,940,1.0,0,3,0,1920,26.15050395,91.73353109
6,2016-10-17 09:27:00,469,1.0,0,3,0,690,26.13795775,91.74099445
10,2016-10-17 09:27:00,162,1.5,0,2,0,387,26.14449459,91.73620513
4,2016-10-17 10:04:00,1113,1.0,0,4,0,1920,26.15050395,91.73353109
9,2016-10-17 10:04:00,390,1.0,1,4,0,2803,26.14754061,91.72797041
2,2016-10-17 10:04:00,445,0.7,0,3,0,687,20.0000347,78.00000286
5,2016-10-17 10:04:00,380,1.0,0,3,0,470,26.14901995,91.7395035
12,2016-10-17 10:04:00,1067,1.0,0,3,0,2937,26.14749053,91.72799688
13,2016-10-17 10:04:00,951,1.0,1,5,0,3103,26.14749998,91.72797778
11,2016-10-17 10:04:00,2542,1.0,1,5,0,3883,26.14749943,91.72800489
6,2016-10-17 10:04:00,561,1.0,0,3,0,690,26.13795775,91.74099445
10,2016-10-17 10:04:00,195,1.0,0,3,0,387,26.14449459,91.73620513
0,2016-10-17 10:04:00,112,1.0,1,3,0,577,26.14453614,91.73617216
1,2016-10-17 10:04:00,568,1.0,0,3,0,1200,26.14001386,91.73099967
8,2016-10-17 10:04:00,981,0.7,0,4,0,2009,26.14747299,91.72804914
3,2016-10-17 10:04:00,311,1.0,0,3,0,485,26.14004753,91.73097233
7,2016-10-17 10:04:00,536,1.0,0,3,0,1322,26.14754886,91.72799519
1,2016-10-17 10:31:00,615,1.5,1,4,0,1200,26.14001386,91.73099967
6,2016-10-17 10:31:00,593,0.7,1,4,0,690,26.13795775,91.74099445
10,2016-10-17 10:31:00,233,0.5,1,4,0,387,26.14449459,91.73620513
8,2016-10-17 10:31:00,1071,1.0,1,5,0,2009,26.14747299,91.72804914
2,2016-10-17 10:31:00,485,1.0,1,4,0,687,20.0000347,78.00000286
5,2016-10-17 10:31:00,405,1.0,1,4,0,470,26.14901995,91.7395035
0,2016-10-17 10:31:00,119,0.7,2,5,0,577,26.14453614,91.73617216
4,2016-10-17 10:31:00,1182,1.0,1,5,0,1920,26.15050395,91.73353109
11,2016-10-17 10:31:00,2721,1.0,1,5,0,3883,26.14749943,91.72800489
9,2016-10-17 10:31:00,444,1.0,1,3,0,2803,26.14754061,91.72797041
3,2016-10-17 10:31:00,312,0.7,1,4,0,485,26.14004753,91.73097233
13,2016-10-17 10:31:00,1008,1.0,1,4,0,3103,26.14749998,91.72797778
12,2016-10-17 10:31:00,1138,0.5,1,5,0,2937,26.14749053,91.72799688
7,2016-10-17 10:31:00,586,1.0,1,4,0,1322,26.14754886,91.72799519
7,2016-10-17 11:04:00,633,0.7,1,6,0,1322,26.14754886,91.72799519
1,2016-10-17 11:04:00,663,1.0,1,5,0,1200,26.14001386,91.73099967
0,2016-10-17 11:04:00,144,1.0,2,6,0,577,26.14453614,91.73617216
8,2016-10-17 11:04:00,1146,1.0,1,6,0,2009,26.14747299,91.72804914
2,2016-10-17 11:04:00,513,0.5,1,5,0,687,20.0000347,78.00000286
9,2016-10-17 11:04:00,492,1.0,1,6,0,2803,26.14754061,91.72797041
12,2016-10-17 11:04:00,1191,1.0,1,6,0,2937,26.14749053,91.72799688
13,2016-10-17 11:04:00,1060,1.5,1,6,0,3103,26.14749998,91.72797778
3,2016-10-17 11:04:00,317,1.0,1,5,0,485,26.14004753,91.73097233
4,2016-10-17 11:04:00,1248,1.0,1,7,0,1920,26.15050395,91.73353109
6,2016-10-17 11:04:00,612,0.7,1,5,0,690,26.13795775,91.74099445
11,2016-10-17 11:04:00,2846,1.0,1,7,0,3883,26.14749943,91.72800489
5,2016-10-17 11:04:00,415,1.0,2,7,0,470,26.14901995,91.7395035
10,2016-10-17 11:04:00,262,1.5,1,4,0,387,26.14449459,91.73620513
9,2016-10-17 11:31:00,529,1.5,1,5,0,2803,26.14754061,91.72797041
5,2016-10-17 11:31:00,434,0.7,1,5,0,470,26.14901995,91.7395035
8,2016-10-17 11:31:00,1190,0.5,1,6,0,2009,26.14747299,91.72804914
4,2016-10-17 11:31:00,1267,1.0,1,6,0,1920,26.15050395,91.73353109
11,2016-10-17 11:31:00,2884,1.0,1,7,0,3883,26.14749943,91.72800489
12,2016-10-17 11:31:00,1234,1.0,1,6,0,2937,26.14749053,91.72799688
3,2016-10-17 11:31:00,323,0.5,1,5,0,485,26.14004753,91.73097233
0,2016-10-17 11:31:00,153,1.0,2,6,0,577,26.14453614,91.73617216
6,2016-10-17 11:31:00,635,1.0,1,5,0,690,26.13795775,91.74099445
13,2016-10-17 11:31:00,1105,1.0,1,6,0,3103,26.14749998,91.72797778
10,2016-10-17 11:31:00,276,0.7,1,5,0,387,26.14449459,91.73620513
1,2016-10-17 11:31:00,674,1.0,2,8,0,1200,26.14001386,91.73099967
2,2016-10-17 11:31:00,529,1.0,1,5,0,687,20.0000347,78.00000286
7,2016-10-17 11:31:00,661,1.0,1,5,0,1322,26.14754886,91.72799519
2,2016-10-17 12:04:00,540,1.0,2,9,0,687,20.0000347,78.00000286
6,2016-10-17 12:04:00,657,1.0,2,8,0,690,26.13795775,91.74099445
8,2016-10-17 12:04:00,1208,1.0,2,9,0,2009,26.14747299,91.72804914
10,2016-10-17 12:04:00,276,1.0,2,7,0,387,26.14449459,91.73620513
5,2016-10-17 12:04:00,451,1.0,1,5,0,470,26.14901995,91.7395035
4,2016-10-17 12:04:00,1285,1.5,2,9,0,1920,26.15050395,91.73353109
11,2016-10-17 12:04:00,2935,1.0,2,11,0,3883,26.14749943,91.72800489
7,2016-10-17 12:04:00,668,0.7,1,6,0,1322,26.14754886,91.72799519
12,2016-10-17 12:04:00,1259,1.0,2,9,0,2937,26.14749053,91.72799688
3,2016-10-17 12:04:00,326,0.5,2,7,0,485,26.14004753,91.73097233
9,2016-10-17 12:04:00,552,1.5,2,8,0,2803,26.14754061,91.72797041
0,2016-10-17 12:04:00,159,1.0,2,7,0,577,26.14453614,91.73617216
13,2016-10-17 12:04:00,1142,1.0,2,9,0,3103,26.14749998,91.72797778
1,2016-10-17 12:04:00,683,1.0,2,8,0,1200,26.14001386,91.73099967
4,2016-10-17 12:31:00,1288,1.0,2,10,0,1920,26.15050395,91.73353109
2,2016-10-17 12:31:00,535,1.5,2,8,0,687,20.0000347,78.00000286
10,2016-10-17 12:31:00,274,1.0,1,5,0,387,26.14449459,91.73620513
0,2016-10-17 12:31:00,154,1.0,2,7,0,577,26.14453614,91.73617216
9,2016-10-17 12:31:00,566,0.7,2,8,0,2803,26.14754061,91.72797041
5,2016-10-17 12:31:00,451,0.5,1,5,0,470,26.14901995,91.7395035
11,2016-10-17 12:31:00,2934,1.5,2,11,0,3883,26.14749943,91.72800489
8,2016-10-17 12:31:00,1220,1.0,2,9,0,2009,26.14747299,91.72804914
7,2016-10-17 12:31:00,685,0.5,1,7,0,1322,26.14754886,91.72799519
3,2016-10-17 12:31:00,333,0.7,2,8,0,485,26.14004753,91.73097233
13,2016-10-17 12:31:00,1160,1.0,2,9,0,3103,26.14749998,91.72797778
1,2016-10-17 12:31:00,685,1.0,2,9,0,1200,26.14001386,91.73099967
12,2016-10-17 12:31:00,1267,1.0,2,9,0,2937,26.14749053,91.72799688
6,2016-10-17 12:31:00,660,0.7,2,9,0,690,26.13795775,91.74099445
13,2016-10-17 12:57:00,1172,0.5,1,7,0,3103,26.14749998,91.72797778
0,2016-10-17 12:57:00,154,1.0,2,6,0,577,26.14453614,91.73617216
4,2016-10-17 12:57:00,1292,1.0,2,9,0,1920,26.15050395,91.73353109
6,2016-10-17 12:57:00,659,1.0,1,6,0,690,26.13795775,91.74099445
3,2016-10-17 12:57:00,339,0.5,2,7,0,485,26.14004753,91.73097233
